HGNC symbol	Ensembl Gene ID
ATAD3A	ENSG00000197785
CST3	ENSG00000101439
BOP1	ENSG00000261236
SUCLG2	ENSG00000172340
CA11	ENSG00000063180
CNOT3	ENSG00000088038
TRIB1	ENSG00000173334
LIMS1	ENSG00000169756
ZNF672	ENSG00000171161
GRM5	ENSG00000168959
FOXF2	ENSG00000137273
CD63	ENSG00000135404
TBL1XR1	ENSG00000177565
AGPAT1	ENSG00000206324
FKBP10	ENSG00000261258
IGFBP1	ENSG00000146678
AHSA1	ENSG00000100591
SEMA3D	ENSG00000153993
AGER	ENSG00000237405
IFI44	ENSG00000137965
E4F1	ENSG00000167967
RAI14	ENSG00000039560
NEDD9	ENSG00000111859
RBM28	ENSG00000106344
LSM2	ENSG00000224979
FOXC1	ENSG00000054598
TOR1B	ENSG00000136816
ERH	ENSG00000100632
PADI3	ENSG00000142619
GDF5	ENSG00000125965
CNNM1	ENSG00000119946
PLEKHF1	ENSG00000166289
SYP	ENSG00000102003
LTA	ENSG00000238130
RRAGA	ENSG00000155876
CST4	ENSG00000101441
SLC25A11	ENSG00000108528
BNIP3	ENSG00000176171
MIS12	ENSG00000167842
LBX1	ENSG00000138136
TAC3	ENSG00000166863
NEU2	ENSG00000115488
KCNK3	ENSG00000171303
UBR2	ENSG00000024048
HSPA1L	ENSG00000226704
KIAA0355	ENSG00000166398
TRIM15	ENSG00000204610
DNAI2	ENSG00000171595
PADI4	ENSG00000159339
PNLIPRP2	ENSG00000266200
CD177	ENSG00000204936
NIPBL	ENSG00000164190
HSPA1A	ENSG00000235941
BTRC	ENSG00000166167
HSPA1B	ENSG00000232804
SEPHS1	ENSG00000086475
GEMIN7	ENSG00000142252
OR2F1	ENSG00000213215
DGCR8	ENSG00000128191
INPP5D	ENSG00000168918
FBXO21	ENSG00000135108
C6orf48	ENSG00000234728
MRP63	ENSG00000173141
ELTD1	ENSG00000162618
SEPP1	ENSG00000250722
NR0B1	ENSG00000169297
RANBP2	ENSG00000153201
IGSF9B	ENSG00000080854
TMSB10	ENSG00000034510
SLC25A36	ENSG00000114120
CTAGE4	ENSG00000225932
HTATIP2	ENSG00000109854
CBX7	ENSG00000100307
FRG1	ENSG00000260380
PIGN	ENSG00000197563
B4GALT4	ENSG00000121578
CACNA1F	ENSG00000102001
GZMK	ENSG00000113088
RSRC1	ENSG00000174891
PPEF1	ENSG00000086717
KCMF1	ENSG00000176407
DLAT	ENSG00000263032
FJX1	ENSG00000179431
TRIM44	ENSG00000166326
MAPK8IP2	ENSG00000008735
MARK4	ENSG00000007047
CD19	ENSG00000177455
PDGFB	ENSG00000100311
PCDHGA12	ENSG00000253159
SAFB	ENSG00000160633
SLC37A4	ENSG00000137700
BPHL	ENSG00000137274
SETBP1	ENSG00000152217
BSCL2	ENSG00000168000
NOL8	ENSG00000198000
ETV7	ENSG00000010030
GZMA	ENSG00000145649
CSHL1	ENSG00000204414
BAD	ENSG00000002330
OR2W1	ENSG00000227639
TCF7L1	ENSG00000152284
MSX2	ENSG00000120149
TOR1A	ENSG00000136827
PCDHGC3	ENSG00000240184
PEX19	ENSG00000162735
PPP1R9A	ENSG00000158528
SLC5A6	ENSG00000138074
OR2J3	ENSG00000233618
ZNF277	ENSG00000198839
PRKD3	ENSG00000115825
HCG4	ENSG00000237905
OR2J2	ENSG00000226000
KIF3B	ENSG00000101350
DFNA5	ENSG00000105928
GMDS	ENSG00000112699
UGT2A1	ENSG00000270386
POLG2	ENSG00000256525
MUSK	ENSG00000030304
CCDC6	ENSG00000108091
OR5V1	ENSG00000227137
SNRPD3	ENSG00000100028
ANKMY2	ENSG00000106524
OR12D3	ENSG00000250364
UBE2G2	ENSG00000184787
JUP	ENSG00000173801
CHAF1B	ENSG00000159259
TFCP2	ENSG00000135457
SULT1B1	ENSG00000173597
NEU1	ENSG00000228691
SSPN	ENSG00000123096
FBP2	ENSG00000130957
ARHGEF10L	ENSG00000074964
TRIM25	ENSG00000121060
ICAM1	ENSG00000090339
G6PC3	ENSG00000141349
SLC12A3	ENSG00000070915
WSB1	ENSG00000109046
MYC	ENSG00000136997
HLA-DQA1	ENSG00000236418
NR2C2	ENSG00000177463
SLC14A2	ENSG00000132874
HABP4	ENSG00000130956
CCL24	ENSG00000106178
DRG1	ENSG00000185721
PLSCR4	ENSG00000114698
KLF9	ENSG00000119138
RPP21	ENSG00000243009
FABP1	ENSG00000163586
TGOLN2	ENSG00000152291
THRA	ENSG00000126351
SURF2	ENSG00000261361
CLCN4	ENSG00000073464
CXorf21	ENSG00000120280
FAM63B	ENSG00000128923
ZNF250	ENSG00000196150
ATP9B	ENSG00000262782
NOTCH4	ENSG00000235396
OR12D2	ENSG00000225247
ARHGEF5	ENSG00000050327
SLC39A9	ENSG00000029364
OR10C1	ENSG00000235441
PAQR3	ENSG00000163291
ALDH3B1	ENSG00000006534
VPS33A	ENSG00000139719
COPA	ENSG00000122218
OR11A1	ENSG00000223898
ADAM3A	ENSG00000197475
H1F0	ENSG00000189060
EDAR	ENSG00000135960
BBS7	ENSG00000138686
RAD52	ENSG00000002016
OR2H1	ENSG00000229408
GCAT	ENSG00000100116
CCS	ENSG00000173992
SCRIB	ENSG00000260968
PTBP1	ENSG00000011304
HS3ST1	ENSG00000002587
PDPK1	ENSG00000140992
HOXB5	ENSG00000120075
RPL3	ENSG00000100316
LPHN2	ENSG00000117114
ATG16L1	ENSG00000085978
HOXB6	ENSG00000108511
CST1	ENSG00000170373
NOC2L	ENSG00000188976
RELA	ENSG00000173039
RAPGEF6	ENSG00000158987
DDX5	ENSG00000108654
NR3C1	ENSG00000113580
TYR	ENSG00000077498
ARSA	ENSG00000100299
MOG	ENSG00000236561
OSBPL1A	ENSG00000141447
SLC25A5	ENSG00000005022
CST2	ENSG00000170369
RPS5	ENSG00000083845
UPK2	ENSG00000110375
SRF	ENSG00000112658
ASXL1	ENSG00000171456
RETSAT	ENSG00000042445
FBP1	ENSG00000165140
GTF3C2	ENSG00000115207
NEURL	ENSG00000107954
SOS1	ENSG00000115904
NFATC2IP	ENSG00000176953
ENPP3	ENSG00000154269
ACTL8	ENSG00000117148
FLOT1	ENSG00000232280
GRM3	ENSG00000198822
LILRP2	ENSG00000240258
MYL4	ENSG00000198336
CST5	ENSG00000170367
ALOX5	ENSG00000262552
DHFRP1	ENSG00000188985
VPS41	ENSG00000006715
DUX4	ENSG00000260596
HSPA12A	ENSG00000263052
LILRA1	ENSG00000104974
RNF167	ENSG00000108523
GGT1	ENSG00000100031
OPLAH	ENSG00000261479
CENPA	ENSG00000115163
HOXB7	ENSG00000260027
LHX2	ENSG00000106689
HOMER3	ENSG00000051128
FUT2	ENSG00000176920
ZNF692	ENSG00000171163
ZNF136	ENSG00000196646
CLTC	ENSG00000141367
SLC13A4	ENSG00000164707
MSR1	ENSG00000038945
ANK3	ENSG00000151150
FOSL2	ENSG00000075426
AIF1	ENSG00000206428
SLC29A3	ENSG00000198246
PLEKHA1	ENSG00000107679
SUPV3L1	ENSG00000156502
WIF1	ENSG00000156076
PAX7	ENSG00000009709
GNAI2	ENSG00000263156
NOS1	ENSG00000089250
CKMT1B	ENSG00000237289
C10orf137	ENSG00000107938
CST7	ENSG00000077984
CYP2B7P1	ENSG00000256612
IFRD1	ENSG00000006652
NUDT13	ENSG00000166321
OR2A20P	ENSG00000170356
C9orf78	ENSG00000136819
RAB28	ENSG00000157869
BMP6	ENSG00000153162
KIF23	ENSG00000137807
HCG9	ENSG00000206504
PTPN12	ENSG00000127947
FBXL6	ENSG00000182325
ADD3	ENSG00000148700
SCAMP3	ENSG00000263290
EIF2AK3	ENSG00000172071
NCALD	ENSG00000104490
SV2B	ENSG00000185518
RIC8B	ENSG00000111785
NACAP1	ENSG00000228224
PLA2G7	ENSG00000146070
TAF1C	ENSG00000103168
MID1	ENSG00000101871
KCNMB2	ENSG00000197584
ZNF263	ENSG00000006194
TRPV6	ENSG00000260119
GALNT12	ENSG00000119514
PTRF	ENSG00000177469
EIF4ENIF1	ENSG00000184708
PLN	ENSG00000198523
LSM2	ENSG00000204392
ALDH4A1	ENSG00000159423
ROBO4	ENSG00000154133
HDAC5	ENSG00000108840
ITGB3	ENSG00000259207
C21orf59	ENSG00000159079
SLC6A3	ENSG00000142319
KRIT1	ENSG00000001631
NCSTN	ENSG00000162736
CAND2	ENSG00000144712
ACBD4	ENSG00000181513
C2	ENSG00000204364
XPA	ENSG00000136936
SLC44A4	ENSG00000235336
DRD1	ENSG00000184845
HCCS	ENSG00000004961
SLC35E1	ENSG00000127526
C9orf3	ENSG00000148120
HEMK1	ENSG00000114735
GOT1	ENSG00000120053
TRIM26	ENSG00000234127
SUMO3	ENSG00000184900
RNF111	ENSG00000157450
JRK	ENSG00000234616
ALK	ENSG00000171094
ARFGAP1	ENSG00000101199
BAZ2A	ENSG00000076108
MCPH1	ENSG00000147316
HSF1	ENSG00000261132
HSPB6	ENSG00000004776
TTLL7	ENSG00000137941
MEG3	ENSG00000214548
POLR2C	ENSG00000102978
PRSS21	ENSG00000007038
IL10RA	ENSG00000110324
TBX10	ENSG00000167800
TOM1	ENSG00000100284
RPIA	ENSG00000153574
JAM3	ENSG00000166086
KCNH6	ENSG00000173826
DDX42	ENSG00000198231
FTO	ENSG00000140718
FEZ2	ENSG00000171055
LMAN2L	ENSG00000114988
FARP1	ENSG00000152767
NOX4	ENSG00000086991
GSK3A	ENSG00000105723
PTGDS	ENSG00000107317
PRDM16	ENSG00000142611
HOXB8	ENSG00000120068
PERP	ENSG00000112378
PBX2	ENSG00000204304
KLHL11	ENSG00000259896
ATG10	ENSG00000152348
TSSC4	ENSG00000184281
CPA2	ENSG00000158516
WHSC1L1	ENSG00000147548
SULT1E1	ENSG00000109193
CLDN14	ENSG00000159261
FOXE1	ENSG00000178919
XRCC3	ENSG00000126215
COIL	ENSG00000121058
CYP2E1	ENSG00000130649
RXRB	ENSG00000235712
TRPM3	ENSG00000083067
CCNE1	ENSG00000105173
SAG	ENSG00000130561
NEU1	ENSG00000227315
C9orf156	ENSG00000136932
DIAPH1	ENSG00000131504
GPI	ENSG00000105220
ACLY	ENSG00000260245
FGA	ENSG00000171560
IGKC	ENSG00000211592
ZNF131	ENSG00000172262
MYH10	ENSG00000133026
GOLGA3	ENSG00000090615
SDK1	ENSG00000146555
MALL	ENSG00000144063
GCH1	ENSG00000131979
RIOK2	ENSG00000058729
NHLH1	ENSG00000171786
GALR3	ENSG00000128310
ARHGAP6	ENSG00000047648
SEMA3B	ENSG00000262015
AOC2	ENSG00000131480
TESK1	ENSG00000107140
SIM2	ENSG00000159263
MRPS18A	ENSG00000096080
RPL23AP7	ENSG00000240356
OAS1	ENSG00000089127
SSBP1	ENSG00000106028
EHMT2	ENSG00000232045
SULT1A3	ENSG00000261052
ROBO1	ENSG00000169855
CDC40	ENSG00000168438
ZNF365	ENSG00000138311
SAMHD1	ENSG00000101347
MLF1	ENSG00000178053
EHD3	ENSG00000013016
SEC24B	ENSG00000138802
TEAD1	ENSG00000187079
ABCC6	ENSG00000091262
CD97	ENSG00000123146
C3orf14	ENSG00000114405
FAM21B	ENSG00000152726
CPA4	ENSG00000128510
DRAP1	ENSG00000175550
H2BFS	ENSG00000234289
NFKB2	ENSG00000077150
SCPEP1	ENSG00000121064
CYLC2	ENSG00000155833
GDF11	ENSG00000135414
RAN	ENSG00000132341
HLA-DQB1	ENSG00000233209
ITPR2	ENSG00000123104
LTBP1	ENSG00000049323
NPHP1	ENSG00000144061
GH1	ENSG00000259384
ABCB8	ENSG00000197150
LY86	ENSG00000112799
COMMD9	ENSG00000110442
GCLC	ENSG00000001084
DGKD	ENSG00000077044
CLK2	ENSG00000261893
PPP1R11	ENSG00000206501
ATP8A1	ENSG00000124406
ALDH3B2	ENSG00000132746
CSNK2B	ENSG00000230700
EIF2AK1	ENSG00000086232
ATP6V0A1	ENSG00000033627
HLCS	ENSG00000159267
BASP1	ENSG00000176788
SLC14A1	ENSG00000141469
XDH	ENSG00000158125
AGRN	ENSG00000188157
AOC3	ENSG00000131471
AKR1C2	ENSG00000265231
HERC4	ENSG00000148634
CDC14B	ENSG00000081377
TRPV5	ENSG00000261264
IFT20	ENSG00000109083
CD84	ENSG00000066294
TUG1	ENSG00000253352
PTTG1IP	ENSG00000183255
ACTR8	ENSG00000113812
ZNF16	ENSG00000170631
CYP2A7P1	ENSG00000213908
ZNF384	ENSG00000126746
RNF5	ENSG00000183574
IMPG1	ENSG00000112706
POR	ENSG00000127948
TLK2	ENSG00000146872
LEMD3	ENSG00000174106
ARID3A	ENSG00000116017
HSPA1L	ENSG00000204390
REXO4	ENSG00000261493
RBM14	ENSG00000239306
SLCO3A1	ENSG00000176463
OR7E47P	ENSG00000257542
PEX16	ENSG00000121680
TARS	ENSG00000113407
ARHGEF16	ENSG00000130762
HSPA1A	ENSG00000204389
LRRFIP2	ENSG00000093167
RBL1	ENSG00000080839
ACR	ENSG00000100312
ADRB2	ENSG00000169252
DOC2B	ENSG00000262359
COL15A1	ENSG00000204291
KLHL18	ENSG00000114648
SLC25A28	ENSG00000155287
ICAM4	ENSG00000105371
SFXN1	ENSG00000164466
CDH18	ENSG00000145526
POU2AF1	ENSG00000110777
RREB1	ENSG00000124782
ANGPT2	ENSG00000091879
RASIP1	ENSG00000105538
PHKA2	ENSG00000044446
TPK1	ENSG00000196511
KEL	ENSG00000260040
CD79B	ENSG00000007312
SLAMF1	ENSG00000117090
HCN3	ENSG00000263324
SART1	ENSG00000175467
CSN1S1	ENSG00000126545
GK	ENSG00000198814
PRKACB	ENSG00000142875
PECAM1	ENSG00000261371
ZNF132	ENSG00000131849
DNASE1L2	ENSG00000167968
BCL3	ENSG00000069399
CNNM4	ENSG00000158158
MBD3	ENSG00000071655
PCYT1A	ENSG00000161217
G6PC	ENSG00000131482
HLA-E	ENSG00000229252
ATP7B	ENSG00000123191
IGKV1D-13	ENSG00000211630
AKR1C3	ENSG00000265685
HCN2	ENSG00000099822
CAPG	ENSG00000042493
DCPS	ENSG00000110063
EIF2B4	ENSG00000115211
PHC3	ENSG00000173889
TMEM39A	ENSG00000176142
BTAF1	ENSG00000095564
CD48	ENSG00000117091
DLGAP1	ENSG00000170579
ABCA5	ENSG00000154265
ZNF44	ENSG00000197857
CHN2	ENSG00000106069
SH3TC2	ENSG00000169247
ELOVL6	ENSG00000170522
PCBP2	ENSG00000197111
PKLR	ENSG00000262785
GIT1	ENSG00000108262
C9	ENSG00000113600
AGER	ENSG00000206320
SLAMF7	ENSG00000026751
CNNM3	ENSG00000168763
CHRNB1	ENSG00000170175
SPTLC2	ENSG00000100596
ADAMTS13	ENSG00000260099
GOLPH3	ENSG00000113384
DDX52	ENSG00000141141
BTG4	ENSG00000137707
SLC2A6	ENSG00000160326
HOXB9	ENSG00000170689
SPAG4	ENSG00000061656
CISH	ENSG00000114737
PRLR	ENSG00000113494
HLA-F	ENSG00000229698
SLC39A7	ENSG00000226614
MAL	ENSG00000172005
ADCY3	ENSG00000138031
RHBDF1	ENSG00000007384
RABL2B	ENSG00000079974
UNC93B1	ENSG00000110057
BSPRY	ENSG00000119411
CCDC22	ENSG00000101997
PA2G4	ENSG00000170515
ZNF324	ENSG00000083812
PIK3CA	ENSG00000121879
HOXB13	ENSG00000159184
ANKRD7	ENSG00000106013
NBR2	ENSG00000198496
SYT5	ENSG00000129990
TJP1	ENSG00000104067
CYB5R2	ENSG00000166394
RAD51	ENSG00000051180
GPSM3	ENSG00000213654
LAMP3	ENSG00000078081
COMMD4	ENSG00000140365
C20orf27	ENSG00000101220
C1orf159	ENSG00000131591
GFM1	ENSG00000168827
MYO1A	ENSG00000166866
FEM1C	ENSG00000145780
SYNGR1	ENSG00000100321
LY9	ENSG00000122224
TAOK2	ENSG00000149930
AKR1C4	ENSG00000266359
STAG1	ENSG00000118007
CTCF	ENSG00000102974
H2AFY2	ENSG00000099284
MAPRE3	ENSG00000084764
GATAD2A	ENSG00000167491
SCN4A	ENSG00000007314
ICAM5	ENSG00000105376
BUB1	ENSG00000169679
LILRB4	ENSG00000186818
UBE2A	ENSG00000077721
TEX10	ENSG00000136891
DGAT1	ENSG00000261698
RPS23	ENSG00000186468
CNP	ENSG00000260283
QTRT1	ENSG00000213339
AMH	ENSG00000104899
MMP23B	ENSG00000189409
VSX1	ENSG00000100987
TXNDC5	ENSG00000239264
KL	ENSG00000133116
DNASE2B	ENSG00000137976
ST3GAL4	ENSG00000110080
ASF1A	ENSG00000111875
OGFRL1	ENSG00000119900
EPB41L2	ENSG00000079819
DOM3Z	ENSG00000225682
UGT1A8	ENSG00000242366
APOH	ENSG00000091583
DPYSL4	ENSG00000151640
RPN2	ENSG00000118705
ATRNL1	ENSG00000107518
HTR1B	ENSG00000135312
TRPC3	ENSG00000138741
OR2C1	ENSG00000168158
RYR1	ENSG00000196218
SRY	ENSG00000184895
IRF2BP1	ENSG00000170604
MTMR12	ENSG00000150712
C8orf33	ENSG00000182307
ATXN2	ENSG00000204842
IRAK1BP1	ENSG00000146243
DNAJC7	ENSG00000262684
QPCT	ENSG00000115828
RBM4	ENSG00000173933
TM9SF1	ENSG00000100926
RPS14	ENSG00000164587
TRBV21-1	ENSG00000260768
WDHD1	ENSG00000198554
RPS4Y1	ENSG00000129824
CD72	ENSG00000137101
BTBD7	ENSG00000011114
NOVA2	ENSG00000104967
CYP2U1	ENSG00000155016
KIAA0247	ENSG00000100647
SLC6A20	ENSG00000163817
HSPA1B	ENSG00000204388
ZFYVE21	ENSG00000100711
MAML1	ENSG00000161021
DCP1A	ENSG00000162290
UGT1A10	ENSG00000242515
POLRMT	ENSG00000099821
STARD13	ENSG00000133121
ITGB2	ENSG00000160255
CD244	ENSG00000122223
GPRC5A	ENSG00000013588
C2	ENSG00000226560
VASP	ENSG00000125753
SNTB2	ENSG00000168807
NKIRAS2	ENSG00000260770
NUCB2	ENSG00000070081
AMELX	ENSG00000125363
RPLP2	ENSG00000177600
STK24	ENSG00000102572
GNG5	ENSG00000174021
PPP1CB	ENSG00000213639
OR2W1	ENSG00000228977
FGF20	ENSG00000078579
DAB2	ENSG00000153071
DHX16	ENSG00000233049
RPS25	ENSG00000118181
KLK2	ENSG00000167751
PDE3B	ENSG00000261923
OR2J3	ENSG00000230855
WDR18	ENSG00000065268
ZNF451	ENSG00000112200
OR2J2	ENSG00000196231
TUBAL3	ENSG00000263440
AGPAT5	ENSG00000155189
FGG	ENSG00000171557
KCND2	ENSG00000184408
SASH1	ENSG00000111961
SEMA4C	ENSG00000168758
CHRM2	ENSG00000181072
B3GNT3	ENSG00000179913
OR5V1	ENSG00000112461
IMPDH1	ENSG00000106348
OR12D3	ENSG00000204692
HDHD3	ENSG00000119431
BTBD1	ENSG00000064726
PON1	ENSG00000005421
CPA1	ENSG00000264509
FANCA	ENSG00000187741
OR12D2	ENSG00000204690
CASC3	ENSG00000108349
CTBS	ENSG00000117151
PRPF18	ENSG00000165630
C6orf48	ENSG00000204387
POLG2	ENSG00000262917
ZFY	ENSG00000067646
FOXP3	ENSG00000049768
MAT2A	ENSG00000168906
CYP2R1	ENSG00000262968
YPEL5	ENSG00000119801
USP20	ENSG00000136878
ACOXL	ENSG00000153093
TMPRSS4	ENSG00000137648
ZNF446	ENSG00000083838
MAP3K3	ENSG00000198909
OR10C1	ENSG00000204689
POLR2E	ENSG00000099817
OR11A1	ENSG00000206472
PBOV1	ENSG00000254440
KIAA0368	ENSG00000136813
ENTPD4	ENSG00000197217
KPNA2	ENSG00000182481
SLC2A3	ENSG00000059804
ALDOC	ENSG00000109107
C14orf169	ENSG00000255242
OR2H1	ENSG00000206471
HEBP2	ENSG00000051620
ANKFY1	ENSG00000185722
INSL3	ENSG00000248099
GPRC5C	ENSG00000170412
BZW2	ENSG00000136261
ARNTL	ENSG00000133794
ENTPD7	ENSG00000198018
RPH3AL	ENSG00000181031
SLC22A2	ENSG00000112499
MGAT3	ENSG00000128268
DNMT3B	ENSG00000088305
PAQR4	ENSG00000162073
MCF2L2	ENSG00000053524
ATP2B2	ENSG00000157087
TNFAIP1	ENSG00000109079
UGT1A6	ENSG00000167165
GHRH	ENSG00000118702
TMED7	ENSG00000134970
HLA-G	ENSG00000233095
CDC42EP3	ENSG00000163171
PRKCA	ENSG00000154229
C6orf10	ENSG00000234280
CHFR	ENSG00000072609
CDH12	ENSG00000154162
TAS2R3	ENSG00000127362
TAS2R4	ENSG00000127364
FAM49B	ENSG00000153310
F11R	ENSG00000158769
LTC4S	ENSG00000213316
SFI1	ENSG00000198089
OAZ1	ENSG00000104904
NDUFA4	ENSG00000189043
PON3	ENSG00000105852
EDEM1	ENSG00000134109
ST8SIA2	ENSG00000140557
E2F5	ENSG00000133740
HKDC1	ENSG00000156510
CNOT7	ENSG00000198791
ENPEP	ENSG00000138792
BCL2L11	ENSG00000153094
ZNF267	ENSG00000185947
TMED2	ENSG00000086598
NDUFS3	ENSG00000213619
FTSJ3	ENSG00000108592
SYNJ1	ENSG00000159082
CALCA	ENSG00000262933
RANBP1	ENSG00000099901
SSX2IP	ENSG00000117155
WRNIP1	ENSG00000124535
BRF1	ENSG00000185024
EGR2	ENSG00000122877
CLIC3	ENSG00000169583
NRG2	ENSG00000158458
KCNK4	ENSG00000182450
GGCX	ENSG00000115486
NDUFS6	ENSG00000145494
RAB26	ENSG00000167964
ZNF442	ENSG00000198342
LY6G5C	ENSG00000226404
MYOZ2	ENSG00000172399
LBH	ENSG00000213626
MYD88	ENSG00000172936
PCDH11Y	ENSG00000099715
DUSP22	ENSG00000112679
CDO1	ENSG00000129596
STK38	ENSG00000112079
AMZ2	ENSG00000196704
PMPCB	ENSG00000105819
OAS3	ENSG00000111331
LYPD3	ENSG00000124466
MGAM	ENSG00000257335
CBLC	ENSG00000142273
FUT1	ENSG00000174951
CRY1	ENSG00000008405
PSMB7	ENSG00000136930
DDX1	ENSG00000079785
RPL23A	ENSG00000198242
MEP1A	ENSG00000112818
ERF	ENSG00000105722
IFITM2	ENSG00000185201
IFRD2	ENSG00000263093
SRC	ENSG00000197122
TP73	ENSG00000078900
SUZ12	ENSG00000178691
BPESC1	ENSG00000232416
MAPKAPK3	ENSG00000114738
RPL32	ENSG00000144713
PDLIM5	ENSG00000163110
MINA	ENSG00000170854
CD59	ENSG00000085063
NIT2	ENSG00000114021
ZNF100	ENSG00000262022
PGLYRP1	ENSG00000008438
ANAPC1	ENSG00000153107
NSMAF	ENSG00000035681
ITGB1BP1	ENSG00000119185
NRBF2	ENSG00000148572
LIFR	ENSG00000113594
RNF39	ENSG00000206500
WDR55	ENSG00000120314
TNFRSF4	ENSG00000186827
ZNF667	ENSG00000198046
FANCC	ENSG00000158169
IFITM1	ENSG00000185885
PNPLA2	ENSG00000177666
PLSCR2	ENSG00000163746
ADAMTSL2	ENSG00000197859
CATSPER2	ENSG00000166762
RNPS1	ENSG00000205937
IMPACT	ENSG00000154059
CENPB	ENSG00000125817
KCNMB3	ENSG00000171121
SLC2A6	ENSG00000261768
USP53	ENSG00000145390
HTRA1	ENSG00000166033
FGF21	ENSG00000105550
SLC8A2	ENSG00000118160
RPLP1	ENSG00000137818
RPP21	ENSG00000241370
CAD	ENSG00000084774
TPMT	ENSG00000137364
ATF4	ENSG00000128272
SSR4	ENSG00000180879
DDX5	ENSG00000263077
CPNE1	ENSG00000214078
SLC27A5	ENSG00000083807
NDUFS8	ENSG00000110717
RUFY2	ENSG00000204130
SET	ENSG00000119335
HSD17B8	ENSG00000228712
FGF9	ENSG00000102678
HCG4	ENSG00000225346
TSPAN12	ENSG00000106025
SPAST	ENSG00000021574
DYRK4	ENSG00000010219
HEXIM1	ENSG00000186834
SDF4	ENSG00000078808
OBFC1	ENSG00000107960
NPY6R	ENSG00000226306
GABBR1	ENSG00000206466
SIAH2	ENSG00000181788
RASGRP3	ENSG00000152689
OPA3	ENSG00000125741
PTN	ENSG00000105894
RAPGEFL1	ENSG00000108352
SLC39A7	ENSG00000224399
TRAPPC4	ENSG00000196655
DOK4	ENSG00000125170
MAP2K6	ENSG00000108984
RIMS1	ENSG00000079841
POU6F1	ENSG00000184271
CADPS	ENSG00000163618
BLCAP	ENSG00000166619
CNTNAP2	ENSG00000174469
MAP4K3	ENSG00000011566
KCNA4	ENSG00000182255
TCF21	ENSG00000118526
CD2BP2	ENSG00000169217
UTP14C	ENSG00000253797
METTL3	ENSG00000165819
CPEB3	ENSG00000107864
PIK3C2G	ENSG00000139144
PHF14	ENSG00000106443
SNX17	ENSG00000115234
CACNA2D3	ENSG00000157445
BCAT2	ENSG00000105552
FSHB	ENSG00000131808
DGKI	ENSG00000157680
SSR1	ENSG00000124783
JMJD1C	ENSG00000171988
PPAP2C	ENSG00000141934
POLL	ENSG00000166169
EIF1	ENSG00000173812
SPON1	ENSG00000262655
TM6SF1	ENSG00000136404
ABCA2	ENSG00000107331
MEST	ENSG00000264872
HIVEP1	ENSG00000095951
ALDH3A2	ENSG00000072210
MAP3K14	ENSG00000006062
DDX50	ENSG00000107625
CACNG5	ENSG00000075429
SGCG	ENSG00000102683
DNASE1	ENSG00000213918
ZNHIT2	ENSG00000174276
APOBEC3A	ENSG00000262156
FNDC4	ENSG00000115226
TTC3	ENSG00000182670
GPR4	ENSG00000177464
CYP1B1	ENSG00000138061
MSH5	ENSG00000235222
TGFBR1	ENSG00000106799
PHIP	ENSG00000146247
RAB5C	ENSG00000261378
NKRF	ENSG00000186416
SP4	ENSG00000105866
CUTC	ENSG00000119929
PON2	ENSG00000105854
ANP32B	ENSG00000136938
HLA-DQB2	ENSG00000228813
HRH2	ENSG00000113749
SMURF2	ENSG00000108854
TDO2	ENSG00000262635
DEFB1	ENSG00000164825
CACNG4	ENSG00000075461
HRH4	ENSG00000134489
ING3	ENSG00000071243
DEFA6	ENSG00000164822
HCG9	ENSG00000236579
CHD1	ENSG00000153922
CPLX2	ENSG00000145920
IQSEC3	ENSG00000262607
HLA-DOB	ENSG00000243496
ERCC6	ENSG00000225830
CYP3A5	ENSG00000106258
DEFA4	ENSG00000164821
CNDP2	ENSG00000133313
OSBPL3	ENSG00000070882
MERTK	ENSG00000153208
GPRC5D	ENSG00000111291
OAS2	ENSG00000111335
TRPM8	ENSG00000144481
CACNG1	ENSG00000108878
FMNL1	ENSG00000184922
DEFA1	ENSG00000206047
MPPED2	ENSG00000066382
VAMP8	ENSG00000118640
PTPRH	ENSG00000080031
ALCAM	ENSG00000170017
AVPR1B	ENSG00000265027
ENTPD6	ENSG00000197586
CACNA1I	ENSG00000100346
PFDN2	ENSG00000143256
EEF1E1	ENSG00000124802
ENPP1	ENSG00000197594
LRRC1	ENSG00000137269
KLKB1	ENSG00000164344
CHMP4A	ENSG00000254505
IRX5	ENSG00000176842
GPR64	ENSG00000173698
DAZAP2	ENSG00000183283
VAMP5	ENSG00000168899
AKAP1	ENSG00000121057
PBX2	ENSG00000224952
RRAS2	ENSG00000262489
MGAT4B	ENSG00000161013
DEFA5	ENSG00000164816
ATG12	ENSG00000145782
SH3BGRL	ENSG00000131171
CDC25B	ENSG00000101224
ALAD	ENSG00000148218
FGF3	ENSG00000261155
GPX4	ENSG00000167468
MCOLN3	ENSG00000055732
SACS	ENSG00000151835
SMAD5	ENSG00000113658
HELZ	ENSG00000198265
ANXA8	ENSG00000165390
NIT1	ENSG00000158793
PPFIA2	ENSG00000139220
SS18L2	ENSG00000008324
IQSEC1	ENSG00000144711
ZNF471	ENSG00000196263
HERPUD1	ENSG00000051108
FAU	ENSG00000149806
TBL3	ENSG00000183751
AKR7A3	ENSG00000162482
LXN	ENSG00000079257
CTNNAL1	ENSG00000119326
ZFR	ENSG00000056097
DND1	ENSG00000256453
IFITM3	ENSG00000142089
CIDEC	ENSG00000187288
CLDN9	ENSG00000213937
