RPS13	ENSG00000110700
MRPS22	ENSG00000175110
CHD8	ENSG00000100888
ZNF576	ENSG00000124444
FLJ13491	NA
ARID1A	ENSG00000117713
RBM8A	ENSG00000265241
NDUFB3	ENSG00000119013
UBE3A	LRG_15
CDS2	ENSG00000101290
GOLGB1	ENSG00000173230
FLJ11305	NA
JTV1	NA
HARS	ENSG00000170445
DHX32	ENSG00000089876
GRPEL1	ENSG00000109519
RBM4	ENSG00000173933
USP4	ENSG00000114316
FLJ20558	NA
ALG5	ENSG00000120697
FLJ34077	NA
ATP6V0C	ENSG00000185883
ATP5H	ENSG00000167863
DOLPP1	ENSG00000167130
ELAVL1	ENSG00000066044
WDR42A	NA
RAB1B	ENSG00000174903
PCMT1	ENSG00000120265
DNCI2	NA
TSEN34	ENSG00000272131
KIAA1049	NA
GTPBP3	ENSG00000130299
Sep-07	NA
VPS24	NA
DKFZP564O1664	NA
DKFZP564M082	NA
TM9SF4	ENSG00000101337
PPA1	ENSG00000180817
SYBL1	NA
EXT2	ENSG00000151348
IMP3	ENSG00000177971
C13orf22	NA
UBL5	ENSG00000198258
TARBP2	ENSG00000139546
KIAA0082	NA
PPT1	ENSG00000131238
CDK5RAP3	ENSG00000108465
PREB	ENSG00000138073
C19orf7	NA
TERF2IP	ENSG00000166848
LASP1	ENSG00000002834
ATPIF1	ENSG00000130770
GGA2	ENSG00000103365
LEPROTL1	ENSG00000104660
NFRKB	ENSG00000170322
ARPC5	ENSG00000162704
MAP2K4	ENSG00000065559
COPS5	ENSG00000121022
C20orf18	NA
SNX1	ENSG00000028528
ZNF261	NA
DUT	ENSG00000128951
UQCRB	ENSG00000156467
HSPCB	NA
KPNA6	ENSG00000025800
SUPT6H	ENSG00000109111
NDUFA1	ENSG00000125356
COPS2	ENSG00000166200
LZTR1	ENSG00000099949
SRPRB	ENSG00000144867
LGTN	NA
ATP6V1D	ENSG00000100554
MRPS27	ENSG00000113048
NOL1	NA
TERF2	ENSG00000132604
UBE3C	ENSG00000009335
FLJ30656	NA
DDX41	ENSG00000183258
SF3A3	ENSG00000183431
VDAC3	ENSG00000078668
ZNF592	ENSG00000166716
MGC3121	NA
NIFIE14	NA
WDR23	NA
PPP4R1	ENSG00000154845
NDUFA3	ENSG00000272487
ISG20L2	ENSG00000143319
MTCP1	ENSG00000268700
DPM1	ENSG00000000419
C14orf130	NA
ARD1A	NA
CLUAP1	ENSG00000103351
GCDH	ENSG00000105607
AHSA1	ENSG00000100591
IPO9	ENSG00000198700
CLNS1A	ENSG00000074201
SCAND1	ENSG00000171222
HELZ	ENSG00000198265
ARCN1	ENSG00000269382
VPS28	ENSG00000160948
PRUNE	ENSG00000143363
DCTD	ENSG00000129187
ITGAE	ENSG00000083457
TRIAD3	NA
NRF1	ENSG00000106459
NCK2	ENSG00000071051
LOC57149	NA
LOC162427	NA
LAMP1	ENSG00000185896
VRK3	ENSG00000105053
KPNA3	ENSG00000102753
PHC2	ENSG00000134686
HEATR1	ENSG00000119285
KTN1	ENSG00000126777
PRKCSH	ENSG00000130175
APH1A	ENSG00000266334
PBP	NA
RANBP2	ENSG00000153201
AATF	ENSG00000108270
NEDD8	ENSG00000129559
TCTA	ENSG00000145022
RIOK3	ENSG00000101782
HPS6	ENSG00000166189
SPG7	ENSG00000197912
SYF2	ENSG00000117614
RSAD1	ENSG00000136444
C17orf40	NA
SAFB2	ENSG00000130254
KIAA1076	NA
BCAP31	ENSG00000267977
SMBP	NA
ZNF278	NA
DPP8	ENSG00000074603
MRPS10	ENSG00000048544
ATP5S	ENSG00000125375
SSH1	ENSG00000084112
C6orf48	ENSG00000206380
GRSF1	ENSG00000132463
PRPF18	ENSG00000165630
ALDH9A1	ENSG00000143149
GTPBP6	ENSG00000178605
PSME3	ENSG00000131467
PMVK	ENSG00000163344
CHMP7	ENSG00000147457
TRIT1	ENSG00000043514
POLR2H	ENSG00000163882
M-RIP	NA
FBXO28	ENSG00000143756
U2AF2	ENSG00000063244
NME2	ENSG00000011052
RPA2	ENSG00000117748
NDUFV2	ENSG00000178127
C8orf41	NA
KIAA0804	NA
WBP11	ENSG00000084463
MOSPD3	ENSG00000106330
HARSL	NA
C2orf17	NA
EIF4ENIF1	ENSG00000184708
TUG1	ENSG00000253352
SAE1	ENSG00000142230
PI4KII	NA
FLJ12436	NA
RUSC1	ENSG00000160753
ZNF133	ENSG00000125846
DNAJC11	ENSG00000007923
USP25	ENSG00000155313
PMPCA	ENSG00000165688
RBM15B	ENSG00000179837
FAM45B	ENSG00000221930
ECHS1	ENSG00000127884
DDX56	ENSG00000136271
ASXL2	ENSG00000143970
SRP72	ENSG00000174780
PRKAR1A	ENSG00000108946
BAZ2A	ENSG00000076108
MOSPD2	ENSG00000130150
ZNF500	ENSG00000103199
LYPLA2	ENSG00000011009
CMPK	NA
RAP140	NA
STAG1	ENSG00000118007
SIRT5	ENSG00000124523
SLC41A3	ENSG00000114544
CYHR1	ENSG00000187954
HNRPU	NA
FXC1	NA
SAMM50	ENSG00000100347
SFRS2IP	NA
DNCH1	NA
CUL1	ENSG00000055130
NAP1L4	ENSG00000205531
C20orf3	NA
NCOA6IP	NA
PIGL	ENSG00000108474
FTSJ2	ENSG00000122687
OIP106	NA
MAT2A	ENSG00000168906
MRPL48	ENSG00000175581
DLGAP4	ENSG00000269562
HMGN1	ENSG00000205581
RPL31	ENSG00000071082
PHF8	ENSG00000268312
B4GALT7	ENSG00000027847
NFYC	ENSG00000066136
DKFZP586P0123	NA
RAB21	ENSG00000080371
NBLA00058	NA
GOSR2	ENSG00000108433
KIAA0141	ENSG00000081791
FLJ10099	NA
ZBTB40	ENSG00000184677
UBE2D2	ENSG00000131508
GLT25D1	NA
MPZL1	ENSG00000197965
GORASP1	ENSG00000114745
THRAP5	NA
SCAMP2	ENSG00000140497
TMCO1	ENSG00000143183
C18orf8	ENSG00000141452
FNBP4	ENSG00000109920
LETMD1	ENSG00000050426
C14orf32	NA
DKFZp564J157	NA
C4orf8	NA
LUC7L	ENSG00000007392
ITM2B	ENSG00000136156
ITGB1BP1	ENSG00000119185
FLJ20551	NA
TBC1D22A	ENSG00000054611
SDF4	ENSG00000078808
FLJ20254	NA
LRRC40	ENSG00000066557
WBSCR22	ENSG00000262030
RAB14	ENSG00000119396
PLEKHB2	ENSG00000115762
CDK5RAP1	ENSG00000101391
WWP2	ENSG00000198373
MAP1LC3B	ENSG00000140941
TAF6	ENSG00000106290
DGCR14	ENSG00000100056
ACTR5	ENSG00000101442
KIAA0196	ENSG00000164961
PITRM1	ENSG00000107959
PCGF3	ENSG00000185619
TLOC1	NA
NDUFC1	ENSG00000109390
ATP13A1	ENSG00000105726
FLJ10774	NA
GGA1	ENSG00000100083
FLJ20628	NA
SMAP-1	NA
TSPAN31	ENSG00000135452
TH1L	NA
ARFGAP1	ENSG00000101199
GGCX	ENSG00000115486
EFTUD1	ENSG00000140598
KLHL18	ENSG00000114648
CPSF4	ENSG00000160917
RBX1	ENSG00000100387
TRAF3	LRG_229
MDH1	ENSG00000014641
BZW1	ENSG00000082153
MTCH2	ENSG00000109919
PBX2	ENSG00000236353
MED12	ENSG00000184634
POLR3E	ENSG00000058600
WDR68	NA
IQCB1	ENSG00000173226
TEX10	ENSG00000136891
OAZ2	ENSG00000180304
RASA1	ENSG00000145715
FAM50A	ENSG00000269645
MBTPS1	ENSG00000140943
LOC127406	NA
PDIA6	ENSG00000143870
TUBB	ENSG00000229684
UBE2D4	ENSG00000078967
IFNGR2	ENSG00000159128
DSCR5	NA
KIAA0310	NA
RXRB	ENSG00000231321
APPBP1	NA
RNPEP	ENSG00000176393
NUDT3	ENSG00000272325
MAP2K1IP1	NA
SMAP1	ENSG00000112305
PAFAH2	ENSG00000158006
SKIV2L	ENSG00000225737
C12orf4	ENSG00000047621
LSM6	ENSG00000164167
SRPK1	ENSG00000096063
MGC11308	NA
GLUD1	ENSG00000148672
CXXC1	ENSG00000154832
CAMLG	ENSG00000164615
PDHB	ENSG00000168291
ACADVL	ENSG00000072778
UBE1	NA
TAF5L	ENSG00000135801
RBM5	ENSG00000003756
WDR61	ENSG00000140395
FLAD1	ENSG00000160688
TUSC2	ENSG00000114383
MDS025	NA
RAN	ENSG00000132341
G3BP2	ENSG00000138757
RC74	NA
KRT10	ENSG00000186395
TTC11	NA
DCTN5	ENSG00000166847
USP33	ENSG00000077254
TEX27	NA
BRF2	ENSG00000104221
FLJ22555	NA
GSS	ENSG00000100983
SMARCC1	ENSG00000173473
RNF7	ENSG00000114125
RALBP1	ENSG00000017797
NXF1	ENSG00000162231
TCEB3	ENSG00000011007
HSPC023	NA
MAX	ENSG00000125952
BRD2	ENSG00000236227
YIPF6	ENSG00000181704
RABL4	NA
PSME4	ENSG00000068878
TBP	ENSG00000112592
GOLGA3	ENSG00000090615
FLOT1	ENSG00000224740
NENF	ENSG00000117691
SUPV3L1	ENSG00000156502
YARS	LRG_273
C14orf131	NA
CACYBP	ENSG00000116161
GGPS1	ENSG00000152904
RALY	ENSG00000125970
FLJ21865	NA
DND1	ENSG00000256453
RYK	ENSG00000163785
LOC58486	NA
GTF3C1	ENSG00000077235
AGGF1	ENSG00000164252
RAD21	ENSG00000164754
MARS	ENSG00000166986
KIAA0268	NA
SPSB3	ENSG00000162032
ENSA	ENSG00000143420
C1orf107	NA
UBN1	ENSG00000118900
MAPKAP1	ENSG00000119487
SNRPE	ENSG00000182004
CALR	ENSG00000179218
RAB3GAP2	ENSG00000118873
CTGLF1	NA
TXNDC9	ENSG00000115514
FKBP1A	ENSG00000088832
AKR7A2	ENSG00000053371
TMED2	ENSG00000086598
RSL1D1	ENSG00000171490
ARHGEF7	ENSG00000102606
MRPL3	ENSG00000114686
NUBP1	ENSG00000103274
PLEKHJ1	ENSG00000104886
MPHOSPH6	ENSG00000135698
COQ7	ENSG00000167186
GGA3	ENSG00000125447
FLJ10826	NA
MRPS30	ENSG00000112996
MAN1B1	ENSG00000177239
GPS2	ENSG00000132522
PDHA1	ENSG00000131828
ERP29	ENSG00000089248
LOC91137	NA
FLJ13149	NA
RBM16	NA
NACAP1	ENSG00000228224
TCTEL1	NA
GMEB2	ENSG00000101216
FLJ20291	NA
NAGA	ENSG00000198951
PSMD11	ENSG00000108671
PARN	ENSG00000140694
MYST2	NA
PHF20	ENSG00000025293
HSPC171	NA
MEA1	ENSG00000124733
IDH3G	ENSG00000267989
ATXN2	ENSG00000204842
ALG6	ENSG00000088035
FALZ	NA
GPI7	NA
MRPL9	ENSG00000143436
POP5	ENSG00000167272
HTRA2	ENSG00000115317
C1orf50	ENSG00000164008
SKIP	NA
TCOF1	ENSG00000070814
MCM3AP	ENSG00000160294
ADRM1	ENSG00000130706
PJA1	ENSG00000181191
DNASE2	ENSG00000105612
NPEPPS	ENSG00000141279
CHMP2A	ENSG00000130724
NUP133	ENSG00000069248
LRRC8D	ENSG00000171492
RFP2	NA
PAIP1	ENSG00000172239
U2AF1L2	NA
SLC38A2	ENSG00000134294
AP2S1	ENSG00000042753
KIAA1002	NA
PFKL	ENSG00000141959
SURF5	NA
APTX	ENSG00000137074
FLII	ENSG00000177731
FLJ21827	NA
LANCL1	ENSG00000115365
RAI16	NA
C14orf11	NA
ZNF16	ENSG00000170631
RAB5A	ENSG00000144566
DPM2	ENSG00000136908
STK24	ENSG00000102572
TMEM66	ENSG00000133872
SSR4	ENSG00000269520
VPS13D	ENSG00000048707
CKAP1	NA
PEF1	ENSG00000162517
TOMM34	ENSG00000025772
HSD17B7	ENSG00000132196
RAB11FIP5	ENSG00000135631
ICMT	ENSG00000116237
THADA	ENSG00000115970
LMBRD1	ENSG00000168216
KIAA0194	NA
CDC2L1	NA
NDEL1	ENSG00000166579
CALM1	ENSG00000198668
CCNG1	ENSG00000113328
CBFA2T2	ENSG00000078699
NOL11	ENSG00000130935
MGC2654	NA
ATG4A	ENSG00000101844
C5orf15	ENSG00000113583
UBE2G1	ENSG00000132388
FLJ14668	NA
PSMD10	ENSG00000101843
ADPGK	ENSG00000159322
TRAM1	ENSG00000067167
SFRS6	NA
BUB3	ENSG00000154473
HDAC6	ENSG00000269101
C8orf30A	NA
C5orf18	NA
PSMA7	ENSG00000101182
MRPS7	ENSG00000125445
H2AFZ	ENSG00000164032
STX16	ENSG00000124222
THAP7	ENSG00000184436
PSMA5	ENSG00000143106
RPP14	ENSG00000163684
L3MBTL	NA
GBF1	ENSG00000107862
FLJ20850	NA
SFRS1	NA
RANBP9	ENSG00000010017
SCMH1	ENSG00000010803
XPO7	ENSG00000130227
SPEN	ENSG00000065526
GON4	NA
MRPS14	ENSG00000120333
DARS	ENSG00000115866
ARMCX6	ENSG00000268213
WIZ	ENSG00000011451
BTBD1	ENSG00000064726
ERCC3	ENSG00000163161
COMMD3	ENSG00000148444
NDUFA13	ENSG00000186010
SMARCD1	ENSG00000066117
C18orf22	NA
MORC2	ENSG00000133422
ZNF277	ENSG00000198839
C1orf144	NA
DDX49	ENSG00000105671
MLF2	ENSG00000089693
DKFZP564G2022	NA
MLH3	LRG_217
FLJ10707	NA
PHKA2	ENSG00000044446
OXA1L	ENSG00000155463
Cep164	NA
SNAPC5	ENSG00000174446
PQBP1	ENSG00000268142
FUS	ENSG00000089280
FBXW11	ENSG00000072803
MTDH	ENSG00000147649
POLR2E	ENSG00000099817
COPS7A	ENSG00000111652
HRMT1L1	NA
GALNT1	ENSG00000141429
D15Wsu75e	NA
C1orf60	NA
FLJ20534	NA
CASC3	ENSG00000108349
HS1BP3	ENSG00000118960
KIAA0404	NA
KIAA0274	NA
KIF5B	ENSG00000170759
QP-C	NA
NME6	ENSG00000172113
SATL1	ENSG00000184788
TBC1D10B	ENSG00000169221
PDCD6	ENSG00000249915
ADSL	ENSG00000239900
KIAA1040	NA
COPB2	ENSG00000184432
R3HDM1	ENSG00000048991
FRAG1	NA
SDCBP	ENSG00000137575
RNUT1	NA
CBFB	ENSG00000067955
NOSIP	ENSG00000142546
DALRD3	ENSG00000178149
C1orf160	NA
WBSCR16	ENSG00000174374
LMBR1L	ENSG00000139636
SLC25A20	ENSG00000178537
MGC2574	NA
HMGCL	ENSG00000117305
TOMM40	ENSG00000130204
RAB5B	ENSG00000111540
KIAA0907	ENSG00000132680
POLR2I	ENSG00000105258
LOC339287	NA
LRRFIP2	ENSG00000093167
CEP2	NA
NOMO1	ENSG00000103512
ZNF291	NA
POFUT2	ENSG00000186866
SIRT7	ENSG00000187531
SFRS5	NA
CRADD	ENSG00000169372
CRK	ENSG00000167193
COX15	LRG_406
PPP2R1B	ENSG00000137713
BNIP1	ENSG00000113734
ACP2	ENSG00000134575
IKBKG	LRG_70
DHRS1	ENSG00000157379
EPRS	ENSG00000136628
TXNL2	NA
ABCD4	ENSG00000119688
STX10	ENSG00000104915
CENTD2	NA
LTA4H	ENSG00000111144
FBL	ENSG00000105202
C12orf10	ENSG00000139637
C9orf78	ENSG00000136819
RFX5	LRG_101
PMS2	ENSG00000122512
BAG1	ENSG00000107262
GOLGA5	ENSG00000066455
PMS2L11	NA
PARP4	ENSG00000102699
RNF139	ENSG00000170881
ADIPOR1	ENSG00000159346
TRIM3	ENSG00000110171
FAM53C	ENSG00000120709
POLB	ENSG00000070501
UNC50	ENSG00000115446
MGC2744	NA
RFNG	ENSG00000169733
SLC25A17	ENSG00000100372
ITGB4BP	NA
PPFIA1	ENSG00000131626
OCRL	ENSG00000122126
PME-1	NA
YIF1A	ENSG00000174851
ATP5G2	ENSG00000135390
LOC401499	NA
ARL2BP	ENSG00000102931
DENR	ENSG00000139726
BCL2L13	ENSG00000099968
PCOLN3	NA
UFD1L	ENSG00000070010
SMARCE1	ENSG00000073584
CLK3	ENSG00000179335
SCP2	ENSG00000116171
THOC2	ENSG00000125676
MGC2963	NA
RAP1A	ENSG00000116473
FLJ10815	NA
FRG1	ENSG00000109536
ACTR2	ENSG00000138071
UBE2G2	ENSG00000184787
CRK7	NA
GTF2H1	ENSG00000110768
SLC35B1	ENSG00000121073
SFRS10	NA
MECP2	ENSG00000268563
BIN3	ENSG00000147439
OPA1	LRG_337
POLR1D	ENSG00000186184
FOXJ3	ENSG00000198815
GRLF1	NA
EEF1D	ENSG00000104529
TALDO1	ENSG00000177156
GC20	NA
NIPSNAP1	ENSG00000184117
ACOT8	ENSG00000101473
SUMO1	ENSG00000116030
RW1	NA
CSNK1G2	ENSG00000133275
KIAA0317	NA
M6PR	ENSG00000003056
RABGAP1	ENSG00000011454
NAG	NA
MYBBP1A	ENSG00000132382
GCN5L2	NA
DHRS4	ENSG00000157326
MED8	ENSG00000159479
MNAB	NA
CSNK2A2	ENSG00000070770
SFRS12	NA
PSME2	ENSG00000100911
TMEM4	NA
NUP107	ENSG00000111581
CCNC	ENSG00000112237
CD164	ENSG00000135535
ABCF3	ENSG00000161204
LOC112869	NA
PLA2G6	ENSG00000184381
RABEP2	ENSG00000177548
IIP45	NA
NDUFS4	ENSG00000164258
C20orf11	NA
PHF22	NA
DMTF1	ENSG00000135164
DULLARD	NA
RNF126	ENSG00000070423
VPS4B	ENSG00000119541
SRPK2	ENSG00000135250
TTC4	ENSG00000243725
ASCC1	ENSG00000138303
HIGD1A	ENSG00000181061
SEPHS1	ENSG00000086475
C14orf169	ENSG00000255242
RAB11FIP3	ENSG00000090565
SIRT3	ENSG00000142082
GTF2E1	ENSG00000153767
TRAFD1	ENSG00000135148
HEXB	ENSG00000049860
NUP98	ENSG00000110713
HSPC135	NA
KIAA1193	NA
ZNF692	ENSG00000171163
PIGF	ENSG00000151665
NBR1	ENSG00000188554
BAT1	NA
BLCAP	ENSG00000166619
SDFR1	NA
KIAA1219	NA
SNRP70	NA
PRPSAP2	ENSG00000141127
DLD	ENSG00000091140
PRO1855	NA
CCDC28A	ENSG00000024862
DVL2	ENSG00000004975
ZNF202	ENSG00000166261
PAF1	ENSG00000006712
ANKMY2	ENSG00000106524
C1orf164	NA
WDR1	ENSG00000071127
BCORL1	ENSG00000085185
SNX15	ENSG00000110025
TNFRSF6B	ENSG00000243509
VAPB	ENSG00000124164
PABPC4	ENSG00000090621
RBM6	ENSG00000004534
TRIP11	ENSG00000100815
ACVR1B	ENSG00000135503
DNAJB1	ENSG00000132002
ZNF79	ENSG00000196152
ZNF473	ENSG00000142528
PRKAB1	ENSG00000111725
HNRPAB	NA
ARHGEF2	ENSG00000116584
KIAA0831	NA
KIAA0826	NA
GALT	ENSG00000213930
KIAA0841	NA
DFFA	ENSG00000160049
FXR1	ENSG00000114416
SEC24B	ENSG00000138802
CIRBP	ENSG00000099622
NCSTN	ENSG00000162736
WWOX	ENSG00000186153
ZFR	ENSG00000056097
TXNL4B	ENSG00000140830
AK2	LRG_133
CGRRF1	ENSG00000100532
Magmas	NA
PHKB	ENSG00000102893
YIPF1	ENSG00000058799
THAP11	ENSG00000168286
FBXO46	ENSG00000177051
GTF2B	ENSG00000137947
TAOK2	ENSG00000149930
COG5	ENSG00000164597
RQCD1	ENSG00000144580
TNFAIP1	ENSG00000262447
TFIP11	ENSG00000100109
KIAA0446	NA
FLJ20323	NA
ZNF259	ENSG00000109917
SEC61G	ENSG00000132432
ACBD3	ENSG00000182827
BBS1	ENSG00000174483
DIAPH1	ENSG00000131504
MAD2L1BP	ENSG00000124688
RABGEF1	ENSG00000154710
USP21	ENSG00000143258
EFHA1	NA
NIBP	NA
WDR12	ENSG00000138442
ARHGEF11	ENSG00000132694
ELMO2	ENSG00000062598
TGFBRAP1	ENSG00000135966
ZNF274	ENSG00000171606
ATG5	ENSG00000057663
PTCD1	ENSG00000106246
SYPL1	ENSG00000008282
PRPF4B	ENSG00000112739
C14orf114	NA
SPTLC1	LRG_272
PRDX3	ENSG00000165672
C1orf123	ENSG00000162384
SF3B4	ENSG00000263977
SLC11A2	ENSG00000110911
RHOT1	ENSG00000126858
ANAPC1	ENSG00000153107
DRIM	NA
CAPZA2	ENSG00000198898
C16orf35	NA
FLJ20436	NA
HSPC176	NA
PTPN9	ENSG00000169410
FLJ41131	NA
KAT3	NA
FOXK2	ENSG00000141568
CHMP2B	ENSG00000083937
REPIN1	ENSG00000214022
ACVR2A	ENSG00000121989
AP2B1	ENSG00000270478
LSM3	ENSG00000170860
EST1B	NA
ILKAP	ENSG00000132323
UXS1	ENSG00000115652
WDR10	NA
TMEM14B	ENSG00000137210
TPR	ENSG00000047410
PHF10	ENSG00000130024
UBE2I	ENSG00000103275
SCLY	ENSG00000132330
ZFP95	NA
DC12	NA
CIB1	ENSG00000185043
ELF2	ENSG00000109381
RPA1	ENSG00000132383
BAG5	ENSG00000166170
LOC401255	NA
EIF1AX	ENSG00000173674
NUDC	ENSG00000090273
CHP	NA
KIAA0152	NA
SEPHS2	ENSG00000179918
GRB2	ENSG00000177885
MED9	ENSG00000141026
FAM20B	ENSG00000116199
C2orf24	NA
MTX1	ENSG00000173171
MGC3123	NA
PSEN1	ENSG00000080815
MLL	NA
RAE1	ENSG00000101146
GMFB	ENSG00000197045
AKAP8L	ENSG00000011243
SEMA4F	ENSG00000135622
HDLBP	ENSG00000115677
C2orf4	NA
CUTL1	NA
CEP350	ENSG00000135837
PIGC	ENSG00000135845
CSTB	ENSG00000160213
KIAA0226	ENSG00000145016
GPI	ENSG00000105220
STX6	ENSG00000135823
SNRPA	ENSG00000077312
RBBP6	ENSG00000122257
TMEM11	ENSG00000178307
WDTC1	ENSG00000142784
PL6	NA
ATRN	ENSG00000088812
SND1	ENSG00000197157
MYO9B	ENSG00000099331
RBM12B	ENSG00000183808
ROCK2	ENSG00000134318
MRPL28	ENSG00000086504
FLJ20297	NA
HGS	ENSG00000185359
F8A1	ENSG00000268835
BAT2D1	NA
SEC63	ENSG00000025796
PANK2	ENSG00000125779
WDR74	ENSG00000133316
PRPS1	LRG_264
FLJ21415	NA
AP2M1	ENSG00000161203
ADCY3	ENSG00000138031
BRD4	ENSG00000141867
TOR1AIP1	ENSG00000143337
SLC35A2	ENSG00000267929
PRAF1	NA
KIAA0265	NA
KLHL22	ENSG00000099910
PXMP4	ENSG00000101417
B4GALT3	ENSG00000158850
C19orf22	NA
FLJ20422	NA
MGRN1	ENSG00000102858
CAPNS1	ENSG00000126247
COX10	ENSG00000006695
TPMT	ENSG00000137364
M11S1	NA
RABEPK	ENSG00000136933
PDPK1	ENSG00000140992
SLC35E1	ENSG00000127526
DKFZp761I2123	NA
RUTBC1	NA
MKRN2	ENSG00000075975
UBE2NL	ENSG00000102069
RPP21	ENSG00000241863
RNF13	ENSG00000082996
C9orf6	NA
SNX11	ENSG00000002919
C15orf15	NA
NUP214	ENSG00000126883
SF3B2	ENSG00000087365
ENY2	ENSG00000120533
PTBP1	ENSG00000011304
HNRPA1	NA
SH2B	NA
PRPF31	ENSG00000272481
CDC40	ENSG00000168438
SH2BP1	NA
DDX50	ENSG00000107625
TIAL1	ENSG00000151923
PLCG1	ENSG00000124181
TOP3A	ENSG00000177302
RYBP	ENSG00000163602
PSMF1	ENSG00000125818
RAB9A	ENSG00000123595
PARP16	ENSG00000138617
FLJ22709	NA
ITCH	LRG_354
ZMYND11	ENSG00000015171
DNAJC4	ENSG00000110011
NCKIPSD	ENSG00000213672
RALB	ENSG00000144118
EIF2B3	ENSG00000070785
MGC5139	NA
RCL1	ENSG00000120158
MGC5508	NA
ELP4	ENSG00000109911
FRAP1	NA
SAFB	ENSG00000160633
TAF6L	ENSG00000162227
DDX54	ENSG00000123064
C16orf51	NA
NF1	LRG_214
ME2	ENSG00000082212
NOL5A	NA
SLC25A11	ENSG00000108528
BRMS1	ENSG00000174744
AHCYL1	ENSG00000168710
FAHD2A	ENSG00000115042
UIP1	NA
SNAP29	ENSG00000099940
CECR7	ENSG00000237438
MCCC1	ENSG00000078070
KIAA0999	NA
ABHD4	ENSG00000100439
DCTN1	ENSG00000204843
AGPAT1	ENSG00000226467
GNB2L1	ENSG00000204628
SFMBT1	ENSG00000163935
PPP2R5E	ENSG00000154001
NSUN5	ENSG00000262589
VRK2	ENSG00000028116
MRPL39	ENSG00000154719
TYK2	ENSG00000105397
SR140	NA
U2AF1	ENSG00000160201
DJ328E19.C1.1	NA
WDR55	ENSG00000120314
HSA9761	NA
USP10	ENSG00000103194
HLA-A	ENSG00000206503
PARP1	ENSG00000143799
ATP2A2	ENSG00000174437
ZNF606	ENSG00000166704
ABI2	ENSG00000138443
RAB35	ENSG00000111737
COX4NB	NA
TIMM23	ENSG00000138297
MSL3L1	NA
SFRS16	NA
DVL3	ENSG00000161202
PSMD8	ENSG00000099341
ATP6V0D1	ENSG00000159720
WHSC2	NA
PIAS1	ENSG00000033800
ATP5D	ENSG00000099624
TROVE2	ENSG00000116747
FAM3A	ENSG00000071889
MNT	ENSG00000070444
HBLD2	NA
KIAA0179	NA
MRPS18B	ENSG00000226111
ARS2	NA
UBE2B	ENSG00000119048
BRD1	ENSG00000100425
ZNF505	NA
COPS3	ENSG00000141030
PSMD12	ENSG00000197170
CTDSP1	ENSG00000144579
UVRAG	ENSG00000198382
ZNF629	ENSG00000102870
GTF3C4	ENSG00000125484
FLJ12788	NA
TRMT12	ENSG00000183665
HKE2	NA
TXNDC4	NA
RPL26L1	ENSG00000037241
TTC3	ENSG00000182670
CHMP1B	ENSG00000255112
TGDS	ENSG00000088451
PIAS4	ENSG00000105229
PRSS15	NA
COMT	ENSG00000093010
PACSIN2	ENSG00000100266
UPF2	ENSG00000151461
MTMR3	ENSG00000100330
PCM1	ENSG00000078674
PMS1	LRG_221
PDCL3	ENSG00000115539
SAPS1	NA
VPS45A	NA
BANF1	ENSG00000175334
MRPL22	ENSG00000082515
CNNM3	ENSG00000168763
GSTK1	ENSG00000197448
WDR77	ENSG00000116455
FBXW4	ENSG00000107829
RAB8A	ENSG00000167461
BRD9	ENSG00000028310
MBD1	ENSG00000141644
MTCBP-1	NA
STX12	ENSG00000117758
PDF	ENSG00000258429
C19orf2	NA
SMARCB1	LRG_520
PROSC	ENSG00000147471
TMEM50B	ENSG00000142188
ZNF174	ENSG00000103343
PLOD3	ENSG00000106397
BCKDK	ENSG00000103507
PPA2	ENSG00000138777
NFE2L2	ENSG00000116044
NDUFA2	ENSG00000131495
TRIOBP	ENSG00000100106
COX7B	ENSG00000269083
C21orf108	NA
ZZZ3	ENSG00000036549
RNF44	ENSG00000146083
ASMTL	ENSG00000169093
DIP	NA
KIAA0020	ENSG00000080608
FLJ21439	NA
ERCC8	LRG_466
RNF103	ENSG00000239305
NRD1	ENSG00000078618
SOS1	ENSG00000115904
TMEM30A	ENSG00000112697
YY1AP1	ENSG00000163374
RNF167	ENSG00000108523
MTMR1	ENSG00000269759
MAPK1	ENSG00000100030
CKAP5	ENSG00000175216
ZBTB17	ENSG00000116809
FLJ11193	NA
HYPB	NA
SIN3B	ENSG00000127511
ZNF146	ENSG00000167635
IRAK1	ENSG00000268944
POU2F1	ENSG00000143190
MYO1C	ENSG00000197879
LRRC41	ENSG00000132128
TP53BP1	ENSG00000067369
PNPO	ENSG00000108439
GNL1	ENSG00000235986
CCT2	ENSG00000166226
SF1	ENSG00000168066
CSTF2T	ENSG00000177613
ZNF544	ENSG00000198131
RNF40	ENSG00000103549
SERP1	ENSG00000120742
METTL1	ENSG00000037897
NUCKS1	ENSG00000069275
CABIN1	ENSG00000099991
ATIC	ENSG00000138363
EIF4E2	ENSG00000135930
VPS16	ENSG00000215305
NPC2	ENSG00000119655
TRPC4AP	ENSG00000100991
MCRS1	ENSG00000187778
RBM30	NA
ATP6AP2	ENSG00000182220
FLJ10700	NA
ATP6V1A	ENSG00000114573
KDELR2	ENSG00000136240
CBX3	ENSG00000122565
TTLL5	ENSG00000119685
DNAJC7	ENSG00000168259
LRRFIP1	ENSG00000124831
PIGT	ENSG00000124155
PRKRA	ENSG00000180228
MRPL2	ENSG00000112651
